Department,Term,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,SemesterLength,Building,RoomNumber,MeetingStart,MeetingDurationMinutes,MeetingEnd,ShortTitle,Faculty,SectionStatus,InstructionalMethod,DeliveryMode,Comments,LastEditTimestamp
Engineering,FA,ENGR,209,A,200,4,4,SB 103,MWF,1:30PM - 2:35PM,,,Full,SB,103,1:30 PM,65,2:35 PM,Introduction to Conservation Laws and Thermodynamics,Jeremy VanAntwerp,,,In Person,,2022-11-28T21:26:17-05:00
Engineering,SP,ENGR,209,A,200,4,4,SB 103,TTH,6:30PM - 8:10PM,,,Full,SB,103,6:30 PM,100,8:10 PM,Introduction to Conservation Laws and Thermodynamics,Steve Pohler,,,In Person,,2022-11-30T09:45:43-05:00
Engineering,FA,ENGR,209,B,200,4,4,SB 101,TTH,6:30PM - 8:10PM,,,Full,SB,101,6:30 PM,100,8:10 PM,Introduction to Conservation Laws and Thermodynamics,Steve Pohler,,,In Person,,2022-11-28T22:34:44-05:00
Engineering,FA,ENGR,220,A,200,3,4,HH 334,MWF,11:00AM - 12:05PM,,,Full,HH,334,11:00 AM,65,12:05 PM,Introduction to Computer Architecture,Mark Michmerhuizen,,,In Person,,2022-11-28T21:28:50-05:00
Engineering,FA,ENGR,220L,A,200,2,1,SB 082,W,6:30PM - 7:50PM,,,Full,SB,82,6:30 PM,80,7:50 PM,Introduction to Computer Architecture Lab,Andrew Jo,,,In Person,,2022-11-28T21:31:23-05:00
Engineering,FA,ENGR,220L,B,200,2,1,SB 082,TH,6:30PM - 7:50PM,,,Full,SB,82,6:30 PM,80,7:50 PM,Introduction to Computer Architecture Lab,Andrew Jo,,,In Person,,2022-11-28T21:31:40-05:00
Engineering,SP,ENGR,250,A,200,2,2,HH 335,MWF,11:00AM - 12:05PM,,,Full,HH,335,11:00 AM,65,12:05 PM,Introduction to Biomedical Engineering,Chris Hartemink,,,In Person,,2022-11-30T11:35:09-05:00
Engineering,FA,ENGR,295,A,200,0,0,SB 120,T,2:45PM - 3:35PM,,,Full,SB,120,2:45 PM,50,3:35 PM,Internship Workshop,Jessica Noble,,,In Person,This course typically meets for the first 5 weeks of the semester.,2022-11-28T22:14:29-05:00
Engineering,FA,ENGR,295,B,200,0,0,SB 120,TH,11:15AM - 12:05PM,,,Full,SB,120,11:15 AM,50,12:05 PM,Internship Workshop,Jessica Noble,,,In Person,This course typically meets for the first 5 weeks of the semester.,2022-11-28T22:17:42-05:00
Engineering,FA,ENGR,295,C,200,0,0,SB 120,TH,12:15PM - 1:05PM,,,Full,SB,120,12:15 PM,50,1:05 PM,Internship Workshop,Jessica Noble,,,In Person,This course typically meets for the first 5 weeks of the semester.,2022-11-28T22:18:08-05:00
Engineering,SP,ENGR,302,A,300,4,4,SB 102,MWF,12:15PM - 1:20PM,,,Full,SB,102,12:15 PM,65,1:20 PM,Engineering Electromagnetics,Paul Harper,,,In Person,,2022-11-30T10:43:33-05:00
Engineering,FA,ENGR,303,A,300,3,4,SB 102,MWF,11:00AM - 12:05PM,,,Full,SB,102,11:00 AM,65,12:05 PM,Chemical Engineering Principles and Thermodynamics,Jennifer VanAntwerp,,,In Person,,2022-11-28T22:29:17-05:00
Engineering,FA,ENGR,303L,A,300,1,2,SB 102,TH,2:30PM - 5:20PM,,,Full,SB,102,2:30 PM,170,5:20 PM,Chemical Engineering Principles and Thermodynamics Lab,Jennifer VanAntwerp,,,In Person,,2022-11-28T22:30:03-05:00
Engineering,SP,ENGR,304,A,300,3,4,SB 102,MWF,1:30PM - 2:35PM,,,Full,SB,102,1:30 PM,65,2:35 PM,Fundamentals of Digital Systems,Mark Michmerhuizen,,,In Person,,2022-11-30T10:45:44-05:00
Engineering,SP,ENGR,304L,A,300,1,2,SB 076,T,2:30PM - 5:20PM,,,Full,SB,76,2:30 PM,170,5:20 PM,Fundamentals of Digital Systems Lab,Mark Michmerhuizen,,,In Person,,2022-11-30T10:46:41-05:00
Engineering,FA,ENGR,305,A,300,4,4,SB 120,MWF,11:00AM - 12:05PM,,,Full,SB,120,11:00 AM,65,12:05 PM,Mechanics of Materials,Ren Tubergen,,,In Person,,2022-11-28T21:38:07-05:00
Engineering,FA,ENGR,305,B,300,4,4,SB 120,MWF,2:45PM - 3:50PM,,,Full,SB,120,2:45 PM,65,3:50 PM,Mechanics of Materials,Ren Tubergen,,,In Person,,2022-11-28T21:38:31-05:00
Engineering,FA,ENGR,306,A,300,4,4,NH 050,MWF,8:00AM - 9:05AM,,,Full,NH,50,8:00 AM,65,9:05 AM,Principles of Environmental Engineering,David Wunder,,,In Person,,2022-11-28T21:39:46-05:00
Engineering,FA,ENGR,307,A,300,4,4,SB 102,MWF,1:30PM - 2:35PM,,,Full,SB,102,1:30 PM,65,2:35 PM,Electrical Signals and Systems,Randy Brouwer,,,In Person,,2022-11-28T21:42:49-05:00
Engineering,SP,ENGR,308,A,300,4,4,SB 101,MWF,8:00AM - 9:05AM,,,Full,SB,101,8:00 AM,65,9:05 AM,Environmental Engineering Design,David Wunder,,,In Person,,2022-11-30T11:33:47-05:00
Engineering,FA,ENGR,311,A,300,3,4,SB 102,MWF,8:00AM - 9:05AM,,,Full,SB,102,8:00 AM,65,9:05 AM,Electronics Devices and Circuits,Randy Brouwer,,,In Person,,2022-11-28T21:42:36-05:00
Engineering,FA,ENGR,311L,A,300,1,2,SB 076,T,2:30PM - 5:20PM,,,Full,SB,76,2:30 PM,170,5:20 PM,Electronics Devices and Circuits,Randy Brouwer,,,In Person,,2022-11-28T21:43:41-05:00
Engineering,SP,ENGR,312,A,300,4,4,NH 050,MWF,11:00AM - 12:05PM,,,Full,NH,50,11:00 AM,65,12:05 PM,Chemical Engineering Thermodynamics,Jennifer VanAntwerp,,,In Person,,2022-11-30T10:48:59-05:00
Engineering,SP,ENGR,314,A,300,4,4,SB 101,MWF,9:15AM - 10:20AM,,,Full,SB,101,9:15 AM,65,10:20 AM,Vibration Analysis,Gayle Ermer,,,In Person,,2022-11-30T10:50:34-05:00
Engineering,FA,ENGR,315,A,300,3,4,SB 103,MWF,12:15PM - 1:20PM,,,Full,SB,103,12:15 PM,65,1:20 PM,Control Systems,Monica Groenenboom,,,In Person,,2022-11-28T21:45:18-05:00
Engineering,FA,ENGR,315L,A,300,1,2,SB 128,TH,8:00AM - 10:50AM,,,Full,SB,128,8:00 AM,170,10:50 AM,Control Systems Lab,Monica Groenenboom,,,In Person,,2022-11-28T21:46:21-05:00
Engineering,FA,ENGR,315L,B,300,1,2,SB 128,TH,11:15AM - 2:05PM,,,Full,SB,128,11:15 AM,170,2:05 PM,Control Systems Lab,Monica Groenenboom,,,In Person,,2022-11-28T21:46:42-05:00
Engineering,FA,ENGR,319,A,300,4,4,NH 198,MWF,8:00AM - 9:05AM,,,Full,NH,198,8:00 AM,65,9:05 AM,Introduction to Thermal/Fluid Sciences,Chris Hartemink,,,In Person,,2022-11-28T21:49:13-05:00
Engineering,FA,ENGR,319,B,300,4,4,NH 198,MWF,9:15AM - 10:20AM,,,Full,NH,198,9:15 AM,65,10:20 AM,Introduction to Thermal/Fluid Sciences,Chris Hartemink,,,In Person,,2022-11-28T21:49:33-05:00
Engineering,FA,ENGR,320,A,300,4,4,SB 102,MWF,12:15PM - 1:20PM,,,Full,SB,102,12:15 PM,65,1:20 PM,Hydraulic Engineering,Julie Wildschut,,,In Person,,2022-11-28T21:51:16-05:00
Engineering,SP,ENGR,321,A,300,4,4,SB 102,MWF,11:00AM - 12:05PM,,,Full,SB,102,11:00 AM,65,12:05 PM,Hydraulic Engineering Design,Julie Wildschut,,,In Person,,2022-11-30T10:51:24-05:00
Engineering,SP,ENGR,322,A,300,4,4,SB 128,MWF,11:00AM - 12:05PM,,,Full,SB,128,11:00 AM,65,12:05 PM,Machine Design,Ren Tubergen,,,In Person,,2022-11-30T10:52:11-05:00
Engineering,SP,ENGR,322,B,300,4,4,SB 128,MWF,12:15PM - 1:20PM,,,Full,SB,128,12:15 PM,65,1:20 PM,Machine Design,Ren Tubergen,,,In Person,,2022-11-30T10:52:34-05:00
Engineering,FA,ENGR,324,A,300,4,4,NH 050,MWF,1:30PM - 2:35PM,,,Full,NH,50,1:30 PM,65,2:35 PM,Materials and Processes in Manufacturing,Ren Tubergen,,,In Person,Typically ENGR 324 is only offered in the spring. Offering a section in the fall will help with covering for Fred Haan's sabbatical.,2022-11-28T21:54:17-05:00
Engineering,SP,ENGR,324,A,300,0,0,SB 103,MWF,8:00AM - 9:05AM,,,Full,SB,103,8:00 AM,65,9:05 AM,Materials and Processes in Manufacturing,Ren Tubergen,,,In Person,,2022-11-30T11:42:30-05:00
Engineering,FA,ENGR,324L,A,300,0,0,SB 003,T,12:00PM - 2:05PM,,,Full,SB,3,12:00 PM,125,2:05 PM,Materials and Processes in Manufacturing,Ren Tubergen,,,In Person,This 0 credit lab provides a scheduled field trip time.,2022-11-28T22:33:35-05:00
Engineering,SP,ENGR,324L,A,300,4,4,SB 128,T,8:50AM - 10:40AM,,,Full,SB,128,8:50 AM,110,10:40 AM,Materials and Processes in Manufacturing,Ren Tubergen,,,In Person,,2022-11-30T11:28:15-05:00
Engineering,FA,ENGR,325,A,300,3,4,HH 334,MWF,9:15AM - 10:20AM,,,Full,HH,334,9:15 AM,65,10:20 AM,Computer Architecture and Digital Systems Design,Mark Michmerhuizen,,,In Person,,2022-11-28T21:59:05-05:00
Engineering,FA,ENGR,325L,A,300,1,2,SB 076,T,11:15AM - 2:05PM,,,Full,SB,76,11:15 AM,170,2:05 PM,Computer Architecture and Digital Systems Design,Mark Michmerhuizen,,,In Person,,2022-11-28T22:32:57-05:00
Engineering,SP,ENGR,326,A,300,4,4,NH 050,MWF,1:30PM - 2:35PM,,,Full,NH,50,1:30 PM,65,2:35 PM,Structural Analysis,Leonard De Rooy,,,In Person,,2022-11-30T10:55:48-05:00
Engineering,FA,ENGR,327,A,300,4,4,SB 103,MWF,9:15AM - 10:20AM,,,Full,SB,103,9:15 AM,65,10:20 AM,Structural Design,Leonard De Rooy,,,In Person,,2022-11-28T22:01:07-05:00
Engineering,SP,ENGR,328,A,300,4,4,HH 335,MWF,8:00AM - 9:05AM,,,Full,HH,335,8:00 AM,65,9:05 AM,Intermediate Thermal/Fluids Sciences and Design,Chris Hartemink,,,In Person,,2022-11-30T10:56:54-05:00
Engineering,SP,ENGR,328,B,300,4,4,HH 335,MWF,9:15AM - 10:20AM,,,Full,HH,335,9:15 AM,65,10:20 AM,Intermediate Thermal/Fluids Sciences and Design,Chris Hartemink,,,In Person,,2022-11-30T10:57:13-05:00
Engineering,SP,ENGR,330,A,300,4,4,NH 050,MWF,9:15AM - 10:20AM,,,Full,NH,50,9:15 AM,65,10:20 AM,Fluid Flow and Heat Transfer,Jeremy VanAntwerp,,,In Person,,2022-11-30T10:58:27-05:00
Engineering,FA,ENGR,331,A,300,4,4,SB 102,MTWTHF,9:15AM - 10:20AM,,,Full,SB,102,9:15 AM,65,10:20 AM,Kinetics/Reactor Design,Wayne Wentzheimer,,,In Person,Wayne likes to schedule the class for 5 days a week to provide flexibility.,2022-11-28T22:03:25-05:00
Engineering,SP,ENGR,332,A,300,3,4,SB 102,MWF,9:15AM - 10:20AM,,,Full,SB,102,9:15 AM,65,10:20 AM,Analog Circuits and Systems Design,Randy Brouwer,,,In Person,,2022-11-30T11:32:21-05:00
Engineering,SP,ENGR,332L,A,300,1,2,SB 076,T,11:00AM - 1:50PM,,,Full,SB,76,11:00 AM,170,1:50 PM,Analog Circuits and Systems Design,Randy Brouwer,,,In Person,,2022-11-30T11:55:05-05:00
Engineering,FA,ENGR,333,A,300,4,4,NH 050,MWF,9:15AM - 10:20AM,,,Full,NH,50,9:15 AM,65,10:20 AM,Thermal Systems Design,Matthew Heun,,,In Person,,2022-11-28T22:05:08-05:00
Engineering,FA,ENGR,333,B,300,4,4,NH 050,MWF,11:00AM - 12:05PM,,,Full,NH,50,11:00 AM,65,12:05 PM,Thermal Systems Design,Matthew Heun,,,In Person,,2022-11-28T22:05:48-05:00
Engineering,SP,ENGR,334,A,300,3,4,NH 064,MWF,1:30PM - 2:35PM,,,Full,NH,64,1:30 PM,65,2:35 PM,Dynamics of Machinery and Instrumentation,Andrew DeJong,,,In Person,,2022-11-30T11:05:02-05:00
Engineering,SP,ENGR,334,B,300,3,4,NH 064,MWF,2:45PM - 3:50PM,,,Full,NH,64,2:45 PM,65,3:50 PM,Dynamics of Machinery and Instrumentation,Andrew DeJong,,,In Person,,2022-11-30T11:05:23-05:00
Engineering,SP,ENGR,334L,A,300,1,2,SB 003,T,8:00AM - 10:50AM,,,Full,SB,3,8:00 AM,170,10:50 AM,Dynamics of Machinery and Instrumentation Lab,Monica Groenenboom,,,In Person,,2022-11-30T11:06:33-05:00
Engineering,SP,ENGR,334L,B,300,1,2,SB 003,T,11:00AM - 1:50PM,,,Full,SB,3,11:00 AM,170,1:50 PM,Dynamics of Machinery and Instrumentation Lab,Monica Groenenboom,,,In Person,,2022-11-30T11:06:56-05:00
Engineering,SP,ENGR,334L,C,300,1,2,SB 003,TH,2:30PM - 5:20PM,,,Full,SB,3,2:30 PM,170,5:20 PM,Dynamics of Machinery and Instrumentation Lab,Monica Groenenboom,,,In Person,,2022-11-30T12:47:23-05:00
Engineering,FA,ENGR,335,A,300,4,4,SB 103,MWF,8:00AM - 9:05AM,,,Full,SB,103,8:00 AM,65,9:05 AM,Mass Transfer and Staging Operations,Jennifer VanAntwerp,,,In Person,,2022-11-28T22:07:15-05:00
Engineering,SP,ENGR,337,A,300,2,4,SB 046,TTH,8:00AM - 10:50AM,,,Full,SB,46,8:00 AM,170,10:50 AM,Chemical Engineering Lab,Jennifer VanAntwerp,,,In Person,,2022-11-30T11:11:20-05:00
Engineering,SP,ENGR,338,A,300,4,4,NH 050,MWF,7:30AM - 8:35AM,,,Full,NH,50,7:30 AM,65,8:35 AM,Intro to Traffic Engr and Highway Design,Engr Staff,,,In Person,,2022-11-30T11:12:30-05:00
Engineering,FA,ENGR,339,A,300,2,10,SB 010,MWF,2:45PM - 3:50PM,,,Full,SB,10,2:45 PM,65,3:50 PM,Senior Design Project,"Chris Hartemink
Jeremy VanAntwerp
Leonard De Rooy
Mark Michmerhuizen",,,In Person,CH is the lead instructor (4 FLH). Other instructors each receive 2 FLH.,2022-11-28T22:10:39-05:00
Engineering,SP,ENGR,340,A,300,4,10,SB 010,MWF,2:45PM - 3:50PM,,,Full,SB,10,2:45 PM,65,3:50 PM,Senior Design Project,"Chris Hartemink
Leonard De Rooy
Mark Michmerhuizen
Jeremy VanAntwerp",,,In Person,,2022-11-30T11:09:56-05:00
Engineering,SP,ENGR,342,A,300,3,4,SB 120,MWF,1:30PM - 2:35PM,,,Full,SB,120,1:30 PM,65,2:35 PM,"Process Dynamics, Modeling, and Control",Jeremy VanAntwerp,,,In Person,,2022-11-30T11:13:46-05:00
Engineering,SP,ENGR,342L,A,300,1,2,SB 120,T,11:00AM - 1:50PM,,,Full,SB,120,11:00 AM,170,1:50 PM,"Process Dynamics, Modeling, and Control Lab",Jeremy VanAntwerp,,,In Person,,2022-11-30T11:14:33-05:00
Engineering,SP,ENGR,350,A,300,2,2,SB 076,MWF,11:00AM - 12:05PM,,,Full,SB,76,11:00 AM,65,12:05 PM,Special Topics: Mobile Robotics,Mark Michmerhuizen,,,In Person,,2022-11-30T11:15:47-05:00
Engineering,SP,ENGR,384,A,300,1,1,SB 103,W,4:00PM - 4:50PM,,,Full,SB,103,4:00 PM,50,4:50 PM,Sustainability Systems,Jeremy VanAntwerp,,,In Person,,2022-11-30T11:16:49-05:00
Engineering,FA,IDIS,102,A,100,2,2,SB 101,MWF,12:15PM - 1:20PM,,,First,SB,101,12:15 PM,65,1:20 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:50:11-05:00
Engineering,SP,IDIS,102,A,100,2,2,SB 103,T,10:20AM - 12:00PM,,,Full,SB,103,10:20 AM,100,12:00 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:23:50-05:00
Engineering,FA,IDIS,102,B,100,2,2,SB 101,MWF,12:15PM - 1:20PM,,,Second,SB,101,12:15 PM,65,1:20 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:50:27-05:00
Engineering,SP,IDIS,102,B,100,2,2,SB 103,T,12:15PM - 1:55PM,,,Full,SB,103,12:15 PM,100,1:55 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:24:22-05:00
Engineering,FA,IDIS,102,C,100,2,2,SB 101,MWF,1:30PM - 2:35PM,,,First,SB,101,1:30 PM,65,2:35 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:50:38-05:00
Engineering,FA,IDIS,102,D,100,2,2,SB 101,MWF,1:30PM - 2:35PM,,,Second,SB,101,1:30 PM,65,2:35 PM,Oral Rhetoric for Engineers,Melissa Okenka,,,In Person,,2022-11-30T11:51:07-05:00
Geography,SP,GEO,566,A,500,5,5,,,,,,Full,,,,,,Spatial Programming and Data Management ,Patrick Bailey,Active,LEC,,,2022-06-10T13:39:01-04:00
Shadow,FA,CS,S,332,,0,0,SB 354,MWF,9:15AM - 10:20AM,,,First,SB,354,9:15 AM,65,10:20 AM,Web Development,Shadow-Gold,Active,LEC,,,2022-06-14T12:33:48-04:00
Shadow,SP,CS,S,338,,0,0,SB 354,MWF,9:15AM - 10:20AM,,,First,SB,354,9:15 AM,65,10:20 AM,System Administration,Shadow-Maroon,Active,LEC,,,2022-06-14T13:20:07-04:00
Shadow,SP,CS,S,339,,0,0,NH 064,MWF,9:15AM - 10:20AM,,,Second,NH,64,9:15 AM,65,10:20 AM,System Administration: Cloud Services,Shadow-Maroon,Active,LEC,,,2022-06-14T16:30:45-04:00
Shadow,FA,CS,S,342,,0,0,SB 354,MWF,11:00AM - 12:05PM,,,First,SB,354,11:00 AM,65,12:05 PM,Database Management Systems,Shadow-Gold,Active,LEC,,,2022-06-14T12:34:29-04:00
Shadow,SP,CS,S,345,,0,0,NH 253,MWF,11:00AM - 12:05PM,,,First,NH,253,11:00 AM,65,12:05 PM,Artificial Intelligence,Shadow-Maroon,Active,LEC,,,2022-09-13T16:37:26-04:00
Shadow,SP,CS,S,346,,0,0,NH 253,MWF,11:00AM - 12:05PM,,,Second,NH,253,11:00 AM,65,12:05 PM,Machine Learning,Shadow-Maroon,Active,LEC,,,2022-09-13T16:37:21-04:00
Shadow,SP,CS,S,352,,0,0,SB 354,MWF,12:15PM - 1:20PM,,,First,SB,354,12:15 PM,65,1:20 PM,Computer Graphics,Shadow-Gold,Active,LEC,,,2022-06-14T13:28:01-04:00
Shadow,FA,CS,S,374,,0,0,SB 354,MWF,8:00AM - 9:05AM,,,Second,SB,354,8:00 AM,65,9:05 AM,High-Performance Computing,Shadow-Gold,Active,LEC,,,2022-09-13T16:29:56-04:00
Shadow,FA,DATA,S,202,,0,0,"SB 372
SB 372","MWF
MWF","8:00AM - 9:05AM
9:15AM - 10:20AM",,,Full,"SB
SB","372
372","8:00 AM
9:15 AM","65
65","9:05 AM
10:20 AM",,Shadow-Maroon,Active,LEC,,,2022-06-13T13:23:14-04:00
